Date,RELIANCE,HDFCBANK,ICICIBANK,INFY,TCS,AXISBANK,BAJFINANCE,DRREDDY,HINDUNILVR,ITC,MARUTI,ONGC,SUNPHARMA,WIPRO
2019-01-02,-0.011624738811410143,-0.016240231934146844,-0.0023039270697766396,-0.009166191312078357,-0.009203300659557472,0.0023339373900420225,0.0059968501761333065,-0.00745619536059913,-0.028344406261791057,-0.009812253515268899,-0.013109614944656438,0.014881404058897532,0.010715994876063674,-0.003373172640682775
2019-01-03,-0.019707456693341428,-0.010711149142843756,-0.009153598912971432,-0.007877006176959923,0.002126950825027904,-0.0037094725758681836,0.00014962312265292746,-0.006256120178473836,-0.008830966255826104,-0.03213291248503258,-0.012414070294344808,-0.009016840267279889,-0.0122151382223805,-0.00015373325399341324
2019-01-04,0.018981448937137956,-0.003932311230018732,0.008749727179525197,0.0026717911066175045,-0.003753348710712187,0.005353903338881391,-0.01217928085996355,0.007502661204210512,0.00423177381126618,0.022909930464481584,0.0053846821396327516,-0.0052879543330942155,-0.01223274151967678,-0.0032307877107202033
2019-01-07,0.02840162530472974,-0.008753246666921824,-0.01603155560532038,0.0015101433985379776,0.0018225772172117956,0.006822247901166882,0.01598248545986772,0.002488430120386864,0.017477036362047695,0.014648571981454235,0.005537002228933856,-0.0069398294581783085,0.011153397582650755,-0.000616612505377987
2019-01-08,0.02088033820691709,-0.006502055594907621,0.004620628093591551,-0.008357699125489348,-0.007930793881583185,0.03329846163742159,-0.0024595732144985084,0.009189042069753624,0.01046520839253339,-0.002709155904744651,-9.057573184147104e-05,0.03926106328011825,-0.002294525430708878,0.004001133470091469
2019-01-09,0.02907081935551663,-0.00501847921669882,0.012602545886314518,0.0065405500936171765,0.007958685005365057,0.005508877259085023,0.008988831669776553,0.02140522988831437,0.007152381657989309,-0.014688768932435523,0.005506886417360991,0.001561150856223844,-0.003491873959616048,0.010541668436375898
2019-01-10,-0.010274951799032268,-0.003849959027913453,-0.00103759118037475,-0.003928600583584315,0.0006720634207739424,-0.007220182615441948,0.005310464692869196,-0.0027588659709030516,-0.01361167046422243,-0.014209163075922187,-0.002930236716826805,-0.009290839282161133,0.0008477600873219529,-0.009927585612935816
2019-01-11,0.00488816325928405,-0.0001789560336797673,-0.004722047691946011,0.001611141048631868,-0.00944985361058275,-0.00250645050568616,0.005575182582613863,0.019660648407154327,-0.009665525593318146,0.009725755146222053,-0.008569360154209924,-0.0004500832286507052,-0.024658978704243755,0.009015390952673778
2019-01-14,-0.01101314711210761,0.012097437946766007,-0.003619154760050792,-0.004865163572663806,-0.003113243209350176,-0.013831939519312924,0.026564404645913805,-0.0035613401600361433,0.01197626224511534,-0.00833037826446136,-0.001139014466130421,0.014409804979179625,-0.016030008538323363,-0.05038107484259498
2019-01-15,0.002121544394937023,0.02307358198787734,0.0061852445914444875,0.009588932464623912,0.014604473270903603,-0.0016082506503499348,0.03458507702374536,0.007616117263975406,-0.007254300888075088,0.011781094692184394,0.02951103107709147,0.003542358674189832,0.029640730824314055,0.053721975435280934
2019-01-16,0.005133621102612366,-0.013278181510319623,0.00850010018768783,-0.0008013577553517942,-0.009712475356897506,0.006817779628273234,0.01394045918897181,-0.008466049200727159,-0.006123272911087404,0.008233540483441885,0.005517422586749674,0.0029792576855734456,0.001257197186506213,0.020260341437425895
2019-01-17,0.018872020398944495,-0.01329877997661174,0.0008402148333369344,0.005690911007873744,-0.011946706657891394,-0.0018669251978660386,-0.004693565245476647,-0.0003400297467928444,0.0035504737688024117,-0.009267464472517199,-0.00127724365404622,-0.061927113589750754,0.014972093772120115,-0.00342284740972661
2019-01-18,-0.01796884924815187,0.0027563633785694292,-0.008569919361731442,-0.0009619795651481576,-0.004233924079123986,-0.006964896832397879,-0.0032780127366569905,-0.00854132514654527,0.0029535444043602287,0.011996873212631523,0.043046035334334126,-0.08766138098412393,0.003346374829452615,0.03154821658230942
2019-01-21,-0.0064909637726534046,0.01997309834068257,0.001154696783808465,0.008367762093917578,0.001604199831598073,-0.000806805174977375,0.019039228793832207,-0.005332526875903449,-0.02053444695517969,-0.01406785108675869,0.04406070611827709,0.01913733524500784,0.004226612467625427,-0.024417991694254758
2019-01-22,0.001966743159899337,0.010620910268028291,0.015458087383063594,-0.005742264428503132,0.0018871401332925769,-0.007155092232243071,0.0004698738513566996,-0.0005173919799772236,-0.01954924838081674,-0.0024217259828002015,-0.002062450016997295,0.05054612931999625,-0.0035690621539339043,0.02542885110700813
