date,AXISBANK,BAJFINANCE,DRREDDY,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,ITC,MARUTI,ONGC,RELIANCE,SUNPHARMA,TCS,WIPRO
2019-01-02,8.979094197219455,7.9671387746549565,5.39101071870485,3.789975248719341,3.010824776214652,7.916151810018311,6.155143653122676,4.962337957251107,8.67396830788885,7.220652655767533,8.17027958818399,12.04396571433721,6.196821002045392,9.52263559587167
2019-01-03,9.025904206808196,8.219900395297916,5.07573501360592,4.076778340744857,3.2397064883298285,7.6850664789750365,6.106774961673865,4.9733573296235765,9.236972854394685,7.171174710797139,8.173410563444941,11.72714372229698,6.11890060469862,9.169174329308447
2019-01-04,9.31499052582382,8.148566952018218,5.225083966355582,4.223763456004202,3.1771791086353947,7.415236362603188,5.95810392086183,4.903788371824661,8.9273779471713,8.464989993757388,8.090479670359077,11.346186195381073,6.098577213001432,8.70567631620285
2019-01-07,9.299416217243618,8.085468817893503,5.279156297479272,4.27322491207052,3.236917807968069,7.299389571623243,6.21769363459464,4.9331025855529544,8.750836540757156,8.685482385408177,7.993169491426051,11.205345431325473,6.1898122302686716,8.55098407638863
2019-01-08,9.330597636973266,7.993619230450102,5.923676548188435,4.270501194080318,3.2640690854722605,7.142346348469192,6.504997713329249,4.867526630473497,8.797446234740843,8.54702656842198,7.825771645589566,10.99101942443663,6.220159498214868,8.3212422411598
2019-01-09,9.351721515174527,7.888764716077179,5.309639658957856,4.409501443719562,3.3238829827606153,8.48961293970415,6.364980000389924,4.902572940827755,8.642714004770248,8.1890765882319,7.6018704098163195,11.40806556681584,6.064250545059202,8.053346687694923
2019-01-10,9.447461539910124,7.768360034910235,5.588825996000772,4.494832905379856,3.46900983842905,8.269536693442586,6.406238477826057,5.308903745767293,8.457790803540666,8.142087313844645,7.481265899338978,11.160195648758336,5.978803396863078,8.026687705988328
2019-01-11,9.548787983682631,7.774452297040862,5.25193889369174,4.5857801802607945,3.4791389427048376,8.23265874347027,6.415289020494735,5.305237040817101,8.539778282868573,8.297065893238614,7.428366616834037,11.080219918866128,5.969301846078996,8.09198433995067
2019-01-14,9.390897153107785,7.689152242398355,5.248108530741462,4.589017140435895,3.6625617361824228,8.028363094227561,6.455268398800632,5.557217456237865,8.43537841762659,8.111968305857719,7.411004639785281,10.886517259188663,6.458535037429211,8.076010587980537
2019-01-15,9.036861679679596,7.4227467644792196,5.062459292561622,4.49298831586704,3.537912341835496,7.832854677068103,7.102968860569052,5.279734962161327,7.968116559406667,7.671926444673752,7.0132197338325195,10.269927525290084,6.5840456045382,10.724237238037322
2019-01-16,8.213407553415609,7.580722931350463,4.829146400498967,4.420141279828178,3.778830955014414,7.032851075468027,8.196352110178049,4.923369500771715,7.159150441751645,7.104796364725462,7.56277987458251,9.32044881708344,7.0740946112600405,12.803908084071471
2019-01-17,8.17478984876435,7.746524983799999,5.0433624845050495,4.448438641889173,3.8997060195310005,6.971583509911711,8.152853510459918,4.968107937801007,7.092257586922073,7.034703053725251,7.508830350646265,9.256569268013186,7.016636018947407,12.68563678508364
2019-01-18,8.024004911207234,7.862001081002252,4.939449458973058,4.442733724089969,4.075361764359248,6.793014595698252,7.855885671023987,4.905709608081579,6.919400268868555,6.973929602712638,7.334783659840761,10.900428283010362,6.94266245685259,12.030634914279528
2019-01-21,7.972088723423703,7.400867687401254,5.076028721338136,4.236051256293638,3.8423238842109115,6.451095154478473,7.285161272078963,4.7408093237619715,6.480279060209508,6.62647946489427,8.427099878118954,13.206504744642563,6.517279526968582,11.737931302179073
2019-01-22,7.777713873487005,7.638044417575471,4.81000024826332,4.303200484547013,3.7094797089068625,6.207631484623869,7.350495781911029,4.628486657108557,6.611058564816191,6.642264369208825,9.688918645308284,12.781453232351266,6.340143528142107,11.511109003750219
2019-01-23,7.606295645349076,7.579045269596511,5.529210851415811,4.302457243874042,3.6422497253249966,6.085551229977003,7.073621041084759,4.551591099689451,6.7235284675169815,6.424233232785259,9.308518649124466,13.475175486565258,6.199953069806972,11.498568987889403
2019-01-24,7.4687265809620484,7.4341850391602975,5.02783860084196,4.689129332940136,3.6888242122745503,5.9787076453482895,7.308473426692766,6.003328972184371,6.552276241431996,6.315677903840629,9.026069852464083,13.241538929045282,6.245894420927394,11.01932884188619
2019-01-25,7.4649811979021266,7.418618158735935,5.138474396056783,4.699666806272995,3.700126836338972,6.010331877321142,7.202793369639542,5.98040190238862,6.497312030778854,6.442330792886651,9.122228136601871,13.300465770128422,6.348817070835542,10.673451654112553
2019-01-28,7.156037450454648,7.394413210429554,4.725948344324059,4.555247048832099,3.5457881246910716,6.487526656654947,6.677038699735675,5.661761237153645,11.036698413401197,6.083617905381629,8.541130477621957,12.455965862357445,5.962484411843659,9.716342157118417
2019-01-29,7.357619906298229,10.169817382374557,5.474751023854873,4.40021022975841,3.4286487828109258,8.12600131213616,6.098658945103992,5.5040452021764805,9.985056227066835,5.579385102467094,8.015589928498306,11.782332937842044,5.454759298369592,8.623123721242498
2019-01-30,7.289118987637373,10.420089614970289,5.564895192232324,4.611456359044981,3.5070324489132374,8.00717331856071,5.99100142339343,5.555816516422286,9.687149314507387,5.4880711240490525,7.958577349248117,11.829590476012646,5.541076717428575,8.548951157579594
2019-01-31,7.662991842756154,10.874485107622398,4.739750471397807,4.6953090694840345,3.5672770665535563,10.468885622670474,5.719210364486997,5.402446586660121,9.22761188353904,5.378449249351176,7.67125527405382,11.215626274017602,5.272154789207732,8.104546398199082
2019-02-01,7.89827576019224,10.100117544552216,5.5989140133311714,5.263582896174609,3.893654057533586,9.636455376057754,6.676257202267699,5.222661506617492,8.750155209339896,5.214854937878712,7.852766758189938,10.663110304005064,5.320059138349133,7.909135295510489
2019-02-04,7.620359095812307,9.99682109488118,6.417184552605216,5.066200986751999,4.31685780023557,9.625743659547945,6.379975903858043,5.065356731257735,9.883566351306,5.013639474846299,7.759949534434406,10.209950979652858,5.153856165365121,7.490537669445335
2019-02-05,7.53945867798335,9.922904540416265,6.26314174087126,5.042722456920097,4.158861947827518,9.362469934785398,6.213661570215163,5.116056659784151,9.628472654507124,5.743413386197288,8.376648181723397,10.173574444350955,5.162136652511351,7.296477151906672
2019-02-06,7.4349065385315365,9.647257072124148,7.406080743986443,4.940992429134348,4.1668234564956155,9.06350305843925,6.0552391484315296,5.0983581914212195,9.462577282325546,6.212633289607181,8.137870539072097,10.10844676861115,5.1003983939023545,7.1649130879175695
2019-02-07,7.352110206089865,10.931133092404611,5.8085541190527366,4.904552333332445,4.0441426150515465,9.222045633752494,6.0767458847354785,5.182405352355521,9.348991443563781,6.692984990440041,8.15606107320447,9.955614639827836,5.227209305219419,7.097449310969761
2019-02-08,7.36928375481957,10.82192128571585,5.31007880413141,4.890710970218788,4.015288708568637,9.078651727083635,6.039586225864892,5.250550312589513,9.434392161543247,6.67475824572988,8.197169389910089,10.621710962101721,5.256915857142085,7.038981594580659
2019-02-11,7.512866496947318,10.368671488810737,5.806556912687118,4.733497608067372,4.109086694500743,8.841798232736238,5.901091418502106,5.404011654864598,9.527830549710078,7.326625057441954,8.013105158796971,10.379580819986671,5.259181262249367,6.816096644698725
2019-02-12,7.0160927812013165,9.573430790073528,11.837833634212155,4.2756823234280645,3.822505193061619,8.081583683532063,5.337644927760345,4.846253414648538,8.426624260337748,8.517231368163294,7.58722532329486,9.72074958832271,4.763157983636803,6.193984728326939
2019-02-14,7.371715268185132,10.060344096914719,8.157908558799667,4.517977595566694,3.901945314419021,8.628827880018765,5.911631313589738,5.067877510469413,8.632459320966033,8.660891692125954,7.766753196033801,9.896174070505886,5.027930933502009,6.397563248903196
2019-02-15,7.664008566053303,9.940617919130217,5.931940691787277,4.69258321748174,3.8296084155798633,8.471641251385979,6.1295403926337855,5.034718853770736,8.839862250091588,10.207405744867764,8.323164164594493,9.581202982269,5.038440203183421,6.315265347170844
2019-02-18,7.502942281437705,9.715009988094412,8.921911955307996,4.501970437540521,3.755316523859811,7.96907889573472,5.8154954959241945,4.794962658292345,8.433644400838423,9.58656700235958,7.956557068202315,10.091001549675806,4.902057637488203,6.053484105243967
2019-02-19,7.5442378901748475,9.77595442273703,6.329389954333338,4.643270078840411,3.982166853535378,8.112016202999211,5.908719037341627,5.2097845603636745,8.577317049981886,9.515286871166653,8.352983893636596,10.188185369764327,5.714549539424934,6.1461382757000855
2019-02-20,7.3526869647713795,9.45347480463878,5.5916080675272735,4.582465650881075,3.975249042604662,7.91050874952925,6.642602738589767,5.072556432301352,8.286536678455562,9.125493448608623,8.101167382331441,9.87419210139479,6.576030309826112,7.455427628539928
2019-02-21,7.260828466285915,9.524780720441992,4.912278376062425,4.760101420527268,3.8170901661672865,7.674818777676193,7.074846688968625,4.941766778137636,8.044773654116865,9.673492753319076,8.103230990539661,9.80299869472888,6.478651602453109,7.930340910575069
2019-02-22,7.113590250852271,9.566202001027348,6.2560400287910625,4.670212443966856,3.990511222416291,7.743230684899325,6.874367650905605,4.819419669902599,7.766988762147281,9.478162624394153,7.932057326437825,9.788069508968864,6.295745393499896,7.705402431790607
2019-02-25,7.123772644522587,9.48240300501408,6.406097351694474,4.8830501085122995,4.049329775667215,7.618535448367582,6.76123492117561,4.812453485976744,7.896122335357989,9.288846041051317,7.929497645704705,9.725186676157364,6.28893686313883,7.734533697659208
2019-02-26,7.0255812477805035,9.324784930869919,5.612608951176237,5.288184432994863,3.9427343456018606,7.541293603495112,7.550775669945198,4.836734872122508,7.675630969468987,8.89631739735206,7.732251418401197,9.585673931274043,6.978064648830751,8.00936358068675
2019-02-27,7.027671135869761,9.223892575713117,5.2547235391306435,5.34848171762722,3.886699500071171,8.0053137749389,7.762815683523903,4.847434749300321,7.558695677231599,8.637489382427974,7.731784768369924,9.469852846994065,7.314698100370499,7.930446548430897
2019-02-28,6.9131626236638475,9.054086834512079,4.93740554814995,5.389521122868313,4.497236555460791,7.835100608985418,7.689695808664615,4.781331310247164,7.402573168939831,8.268598534416492,7.528883487725372,9.297052163273968,7.2561822349451,9.14916999814704
2019-03-01,6.994850375352564,8.766461262005706,4.910014759941177,5.327321049581533,4.303184236944843,7.701578540698856,7.3995853734513,4.675942943943604,7.5409630453397005,9.042951622682063,7.343037846505789,9.015141213188043,7.931405445538692,9.04756228482614
2019-03-05,7.104689653826421,8.7106284175125,4.954886466450365,5.299407012301285,4.228456211554695,7.744207267118177,7.4025714712416,4.739766710950928,7.683586910136494,8.793695437363667,7.265629346860007,8.963863074988769,7.871807866063422,9.236804153631677
2019-03-06,7.416363150753805,8.491084297433591,4.728471440256745,5.298798711555865,3.978017174567135,8.129153096279062,7.098513554451329,4.80060726598419,7.965141692033074,9.467464853867131,7.028058310328586,8.693489250284358,7.413738066186252,9.491099136018862
2019-03-07,7.500437698280331,8.982426835931163,5.339342253631594,5.1426738633034725,4.1015823311339785,8.466996233385236,6.7887792111293725,4.809232985963863,7.681461064213724,8.930172988402235,7.306320096160898,8.496241224132985,7.150849223337037,9.30348399099412
2019-03-08,7.4127381640002765,8.969020195816679,5.042379389251934,5.199190324032996,3.9909597291404793,8.243281767414363,6.946940505461632,4.884034722411229,7.492801833449274,8.994997730219259,7.162460994852802,8.575504628305843,7.062405473355082,10.02328454228814
2019-03-11,7.0994536860135975,8.63801589698356,6.790204107420999,4.966743005509159,3.8546566954633765,7.782299688698668,7.0607926070641795,4.697481553078927,7.203873236597944,8.585704305345374,6.866462081876016,8.331121764158747,6.856500780900637,11.266690590888825
2019-03-12,7.140676942042027,8.709750275536312,5.63362243515192,4.977561946593189,3.9332219321855018,7.957847422339884,6.948823340529567,4.738973678193754,7.4537200964574,8.710836215430716,7.764871659230089,8.295229282647485,6.795952665763953,10.938912107898213
